"file","line","passed","failed","totalpassed","totalfailed","score","rank"
token.cpp,529,23,1,91,1,0.7982456140350878,4
token.cpp,533,23,1,91,1,0.7982456140350878,4
token.cpp,541,23,1,91,1,0.7982456140350878,4
token.cpp,707,23,1,91,1,0.7982456140350878,4
token.cpp,546,24,1,91,1,0.7913043478260869,5
token.cpp,554,28,1,91,1,0.7647058823529411,7
token.cpp,560,28,1,91,1,0.7647058823529411,7
token.cpp,620,30,1,91,1,0.7520661157024794,9
token.cpp,708,30,1,91,1,0.7520661157024794,9
token.cpp,633,31,1,91,1,0.7459016393442622,11
token.cpp,635,31,1,91,1,0.7459016393442622,11
token.cpp,566,36,1,91,1,0.7165354330708662,12
token.cpp,639,39,1,91,1,0.7,14
token.cpp,642,39,1,91,1,0.7,14
token.cpp,653,40,1,91,1,0.6946564885496184,15
token.cpp,564,41,1,91,1,0.6893939393939394,16
token.cpp,685,45,1,91,1,0.6691176470588235,18
token.cpp,696,45,1,91,1,0.6691176470588235,18
token.cpp,524,46,1,91,1,0.6642335766423357,24
token.cpp,526,46,1,91,1,0.6642335766423357,24
token.cpp,527,46,1,91,1,0.6642335766423357,24
token.cpp,695,46,1,91,1,0.6642335766423357,24
token.cpp,701,46,1,91,1,0.6642335766423357,24
token.cpp,703,46,1,91,1,0.6642335766423357,24
token.cpp,630,47,1,91,1,0.6594202898550725,26
token.cpp,632,47,1,91,1,0.6594202898550725,26
token.cpp,617,49,1,91,1,0.65,29
token.cpp,623,49,1,91,1,0.65,29
token.cpp,660,49,1,91,1,0.65,29
token.cpp,561,59,1,91,1,0.6066666666666667,30
utils.cpp,60,60,1,91,1,0.6026490066225166,37
utils.cpp,61,60,1,91,1,0.6026490066225166,37
utils.cpp,80,60,1,91,1,0.6026490066225166,37
utils.cpp,82,60,1,91,1,0.6026490066225166,37
utils.cpp,83,60,1,91,1,0.6026490066225166,37
utils.cpp,91,60,1,91,1,0.6026490066225166,37
utils.cpp,93,60,1,91,1,0.6026490066225166,37
token.cpp,626,71,1,91,1,0.5617283950617284,38
checkclass.cpp,75,77,1,91,1,0.5416666666666666,607
checkclass.cpp,77,77,1,91,1,0.5416666666666666,607
checkclass.cpp,78,77,1,91,1,0.5416666666666666,607
checkclass.cpp,79,77,1,91,1,0.5416666666666666,607
checkclass.cpp,82,77,1,91,1,0.5416666666666666,607
checkclass.cpp,84,77,1,91,1,0.5416666666666666,607
checkclass.cpp,88,77,1,91,1,0.5416666666666666,607
checkclass.cpp,115,77,1,91,1,0.5416666666666666,607
checkclass.cpp,117,77,1,91,1,0.5416666666666666,607
checkclass.cpp,118,77,1,91,1,0.5416666666666666,607
checkclass.cpp,119,77,1,91,1,0.5416666666666666,607
checkclass.cpp,120,77,1,91,1,0.5416666666666666,607
checkclass.cpp,122,77,1,91,1,0.5416666666666666,607
checkclass.cpp,123,77,1,91,1,0.5416666666666666,607
checkclass.cpp,124,77,1,91,1,0.5416666666666666,607
checkclass.cpp,125,77,1,91,1,0.5416666666666666,607
checkclass.cpp,127,77,1,91,1,0.5416666666666666,607
checkclass.cpp,129,77,1,91,1,0.5416666666666666,607
checkclass.cpp,130,77,1,91,1,0.5416666666666666,607
checkclass.cpp,131,77,1,91,1,0.5416666666666666,607
checkclass.cpp,132,77,1,91,1,0.5416666666666666,607
checkclass.cpp,133,77,1,91,1,0.5416666666666666,607
checkclass.cpp,134,77,1,91,1,0.5416666666666666,607
checkclass.cpp,135,77,1,91,1,0.5416666666666666,607
