"file","line","passed","failed","totalpassed","totalfailed","score","rank"
token.cpp,546,13,1,84,1,0.2672612419124244,2
token.cpp,547,13,1,84,1,0.2672612419124244,2
token.cpp,518,24,1,84,1,0.2,5
token.cpp,545,24,1,84,1,0.2,5
token.cpp,696,24,1,84,1,0.2,5
token.cpp,522,25,1,84,1,0.19611613513818404,12
token.cpp,530,25,1,84,1,0.19611613513818404,12
token.cpp,535,25,1,84,1,0.19611613513818404,12
token.cpp,543,25,1,84,1,0.19611613513818404,12
token.cpp,549,25,1,84,1,0.19611613513818404,12
token.cpp,622,25,1,84,1,0.19611613513818404,12
token.cpp,697,25,1,84,1,0.19611613513818404,12
token.cpp,624,29,1,84,1,0.18257418583505536,13
token.cpp,555,31,1,84,1,0.17677669529663687,14
token.cpp,609,37,1,84,1,0.16222142113076254,15
token.cpp,628,38,1,84,1,0.16012815380508713,17
token.cpp,631,38,1,84,1,0.16012815380508713,17
token.cpp,642,39,1,84,1,0.15811388300841897,18
token.cpp,553,45,1,84,1,0.14744195615489714,20
token.cpp,685,45,1,84,1,0.14744195615489714,20
token.cpp,513,46,1,84,1,0.14586499149789456,29
token.cpp,515,46,1,84,1,0.14586499149789456,29
token.cpp,516,46,1,84,1,0.14586499149789456,29
token.cpp,619,46,1,84,1,0.14586499149789456,29
token.cpp,621,46,1,84,1,0.14586499149789456,29
token.cpp,674,46,1,84,1,0.14586499149789456,29
token.cpp,684,46,1,84,1,0.14586499149789456,29
token.cpp,690,46,1,84,1,0.14586499149789456,29
token.cpp,692,46,1,84,1,0.14586499149789456,29
token.cpp,649,49,1,84,1,0.1414213562373095,30
token.cpp,550,52,1,84,1,0.13736056394868904,31
token.cpp,606,58,1,84,1,0.13018891098082389,33
token.cpp,612,58,1,84,1,0.13018891098082389,33
token.cpp,1161,78,1,84,1,0.1125087900926024,53
token.cpp,1163,78,1,84,1,0.1125087900926024,53
token.cpp,1164,78,1,84,1,0.1125087900926024,53
token.cpp,1166,78,1,84,1,0.1125087900926024,53
token.cpp,1168,78,1,84,1,0.1125087900926024,53
token.cpp,1170,78,1,84,1,0.1125087900926024,53
token.cpp,1175,78,1,84,1,0.1125087900926024,53
token.cpp,1177,78,1,84,1,0.1125087900926024,53
token.cpp,1182,78,1,84,1,0.1125087900926024,53
token.cpp,1183,78,1,84,1,0.1125087900926024,53
