"file","line","passed","failed","totalpassed","totalfailed","score","rank"
forwardanalyzer.cpp,708,20,1,91,1,0.2182178902359924,3
valueflow.cpp,4274,20,1,91,1,0.2182178902359924,3
tokenize.cpp,10039,20,1,91,1,0.2182178902359924,3
suppressions.cpp,307,21,1,91,1,0.21320071635561041,18
suppressions.cpp,309,21,1,91,1,0.21320071635561041,18
suppressions.cpp,311,21,1,91,1,0.21320071635561041,18
suppressions.cpp,338,21,1,91,1,0.21320071635561041,18
suppressions.cpp,340,21,1,91,1,0.21320071635561041,18
suppressions.cpp,341,21,1,91,1,0.21320071635561041,18
suppressions.cpp,367,21,1,91,1,0.21320071635561041,18
suppressions.cpp,368,21,1,91,1,0.21320071635561041,18
suppressions.cpp,370,21,1,91,1,0.21320071635561041,18
library.cpp,973,21,1,91,1,0.21320071635561041,18
astutils.cpp,1023,21,1,91,1,0.21320071635561041,18
astutils.cpp,1025,21,1,91,1,0.21320071635561041,18
astutils.cpp,1066,21,1,91,1,0.21320071635561041,18
astutils.cpp,1196,21,1,91,1,0.21320071635561041,18
valueflow.cpp,4276,21,1,91,1,0.21320071635561041,18
token.cpp,457,22,1,91,1,0.20851441405707477,27
token.cpp,825,22,1,91,1,0.20851441405707477,27
token.cpp,826,22,1,91,1,0.20851441405707477,27
valueflow.cpp,1853,22,1,91,1,0.20851441405707477,27
valueflow.cpp,4275,22,1,91,1,0.20851441405707477,27
valueflow.cpp,4278,22,1,91,1,0.20851441405707477,27
valueflow.cpp,4280,22,1,91,1,0.20851441405707477,27
valueflow.cpp,4281,22,1,91,1,0.20851441405707477,27
valueflow.cpp,4284,22,1,91,1,0.20851441405707477,27
token.cpp,644,23,1,91,1,0.20412414523193154,28
forwardanalyzer.cpp,479,24,1,91,1,0.2,37
forwardanalyzer.cpp,480,24,1,91,1,0.2,37
forwardanalyzer.cpp,481,24,1,91,1,0.2,37
forwardanalyzer.cpp,483,24,1,91,1,0.2,37
forwardanalyzer.cpp,485,24,1,91,1,0.2,37
token.cpp,497,24,1,91,1,0.2,37
token.cpp,498,24,1,91,1,0.2,37
token.cpp,649,24,1,91,1,0.2,37
valueflow.cpp,4285,24,1,91,1,0.2,37
forwardanalyzer.cpp,499,25,1,91,1,0.19611613513818404,39
forwardanalyzer.cpp,696,25,1,91,1,0.19611613513818404,39
token.cpp,605,26,1,91,1,0.19245008972987526,41
tokenize.cpp,10055,26,1,91,1,0.19245008972987526,41
token.cpp,828,27,1,91,1,0.1889822365046136,45
token.cpp,2374,27,1,91,1,0.1889822365046136,45
token.cpp,2376,27,1,91,1,0.1889822365046136,45
valueflow.cpp,6900,27,1,91,1,0.1889822365046136,45
token.cpp,549,28,1,91,1,0.18569533817705186,50
token.cpp,568,28,1,91,1,0.18569533817705186,50
token.cpp,602,28,1,91,1,0.18569533817705186,50
token.cpp,830,28,1,91,1,0.18569533817705186,50
valueflow.cpp,6901,28,1,91,1,0.18569533817705186,50
forwardanalyzer.cpp,203,29,1,91,1,0.18257418583505536,56
forwardanalyzer.cpp,505,29,1,91,1,0.18257418583505536,56
forwardanalyzer.cpp,515,29,1,91,1,0.18257418583505536,56
forwardanalyzer.cpp,518,29,1,91,1,0.18257418583505536,56
token.cpp,569,29,1,91,1,0.18257418583505536,56
forwardanalyzer.cpp,714,29,1,91,1,0.18257418583505536,56
token.cpp,378,30,1,91,1,0.1796053020267749,62
token.cpp,380,30,1,91,1,0.1796053020267749,62
token.cpp,381,30,1,91,1,0.1796053020267749,62
token.cpp,686,30,1,91,1,0.1796053020267749,62
token.cpp,687,30,1,91,1,0.1796053020267749,62
tokenize.cpp,7512,30,1,91,1,0.1796053020267749,62
threadexecutor.cpp,188,31,1,91,1,0.17677669529663687,73
threadexecutor.cpp,189,31,1,91,1,0.17677669529663687,73
threadexecutor.cpp,251,31,1,91,1,0.17677669529663687,73
threadexecutor.cpp,292,31,1,91,1,0.17677669529663687,73
threadexecutor.cpp,293,31,1,91,1,0.17677669529663687,73
threadexecutor.cpp,294,31,1,91,1,0.17677669529663687,73
threadexecutor.cpp,295,31,1,91,1,0.17677669529663687,73
threadexecutor.cpp,317,31,1,91,1,0.17677669529663687,73
threadexecutor.cpp,321,31,1,91,1,0.17677669529663687,73
token.cpp,606,31,1,91,1,0.17677669529663687,73
library.cpp,1178,31,1,91,1,0.17677669529663687,73
token.cpp,470,32,1,91,1,0.17407765595569785,76
token.cpp,473,32,1,91,1,0.17407765595569785,76
token.cpp,474,32,1,91,1,0.17407765595569785,76
token.cpp,442,33,1,91,1,0.17149858514250882,82
token.cpp,443,33,1,91,1,0.17149858514250882,82
token.cpp,477,33,1,91,1,0.17149858514250882,82
library.cpp,964,33,1,91,1,0.17149858514250882,82
library.cpp,966,33,1,91,1,0.17149858514250882,82
astutils.cpp,1178,33,1,91,1,0.17149858514250882,82
token.cpp,2377,34,1,91,1,0.1690308509457033,84
valueflow.cpp,3597,34,1,91,1,0.1690308509457033,84
forwardanalyzer.cpp,192,35,1,91,1,0.16666666666666666,96
forwardanalyzer.cpp,193,35,1,91,1,0.16666666666666666,96
forwardanalyzer.cpp,560,35,1,91,1,0.16666666666666666,96
forwardanalyzer.cpp,656,35,1,91,1,0.16666666666666666,96
forwardanalyzer.cpp,664,35,1,91,1,0.16666666666666666,96
forwardanalyzer.cpp,673,35,1,91,1,0.16666666666666666,96
forwardanalyzer.cpp,681,35,1,91,1,0.16666666666666666,96
forwardanalyzer.cpp,686,35,1,91,1,0.16666666666666666,96
forwardanalyzer.cpp,688,35,1,91,1,0.16666666666666666,96
token.cpp,2230,35,1,91,1,0.16666666666666666,96
token.cpp,2232,35,1,91,1,0.16666666666666666,96
token.cpp,2236,35,1,91,1,0.16666666666666666,96
token.cpp,421,36,1,91,1,0.1643989873053573,98
token.cpp,424,36,1,91,1,0.1643989873053573,98
token.cpp,428,39,1,91,1,0.15811388300841897,106
token.cpp,429,39,1,91,1,0.15811388300841897,106
astutils.cpp,877,39,1,91,1,0.15811388300841897,106
symboldatabase.cpp,1189,39,1,91,1,0.15811388300841897,106
valueflow.cpp,1324,39,1,91,1,0.15811388300841897,106
valueflow.cpp,1479,39,1,91,1,0.15811388300841897,106
valueflow.cpp,5771,39,1,91,1,0.15811388300841897,106
symboldatabase.cpp,6094,39,1,91,1,0.15811388300841897,106
astutils.cpp,851,40,1,91,1,0.15617376188860607,114
astutils.cpp,853,40,1,91,1,0.15617376188860607,114
astutils.cpp,856,40,1,91,1,0.15617376188860607,114
astutils.cpp,857,40,1,91,1,0.15617376188860607,114
astutils.cpp,859,40,1,91,1,0.15617376188860607,114
astutils.cpp,907,40,1,91,1,0.15617376188860607,114
astutils.cpp,913,40,1,91,1,0.15617376188860607,114
astutils.cpp,1112,40,1,91,1,0.15617376188860607,114
suppressions.cpp,313,41,1,91,1,0.1543033499620919,124
suppressions.cpp,315,41,1,91,1,0.1543033499620919,124
suppressions.cpp,316,41,1,91,1,0.1543033499620919,124
suppressions.cpp,317,41,1,91,1,0.1543033499620919,124
token.cpp,433,41,1,91,1,0.1543033499620919,124
library.cpp,1514,41,1,91,1,0.1543033499620919,124
library.cpp,1516,41,1,91,1,0.1543033499620919,124
library.cpp,1520,41,1,91,1,0.1543033499620919,124
library.cpp,1529,41,1,91,1,0.1543033499620919,124
valueflow.cpp,5839,41,1,91,1,0.1543033499620919,124
library.cpp,927,42,1,91,1,0.15249857033260467,139
library.cpp,929,42,1,91,1,0.15249857033260467,139
library.cpp,933,42,1,91,1,0.15249857033260467,139
astutils.cpp,1114,42,1,91,1,0.15249857033260467,139
astutils.cpp,1116,42,1,91,1,0.15249857033260467,139
astutils.cpp,1118,42,1,91,1,0.15249857033260467,139
astutils.cpp,1120,42,1,91,1,0.15249857033260467,139
astutils.cpp,1122,42,1,91,1,0.15249857033260467,139
astutils.cpp,1149,42,1,91,1,0.15249857033260467,139
astutils.cpp,1171,42,1,91,1,0.15249857033260467,139
astutils.cpp,1174,42,1,91,1,0.15249857033260467,139
symboldatabase.cpp,1453,42,1,91,1,0.15249857033260467,139
tokenize.cpp,4390,42,1,91,1,0.15249857033260467,139
tokenize.cpp,4392,42,1,91,1,0.15249857033260467,139
tokenize.cpp,4408,42,1,91,1,0.15249857033260467,139
forwardanalyzer.cpp,121,43,1,91,1,0.15075567228888181,160
forwardanalyzer.cpp,122,43,1,91,1,0.15075567228888181,160
forwardanalyzer.cpp,124,43,1,91,1,0.15075567228888181,160
forwardanalyzer.cpp,126,43,1,91,1,0.15075567228888181,160
forwardanalyzer.cpp,127,43,1,91,1,0.15075567228888181,160
forwardanalyzer.cpp,131,43,1,91,1,0.15075567228888181,160
forwardanalyzer.cpp,133,43,1,91,1,0.15075567228888181,160
forwardanalyzer.cpp,135,43,1,91,1,0.15075567228888181,160
forwardanalyzer.cpp,136,43,1,91,1,0.15075567228888181,160
forwardanalyzer.cpp,138,43,1,91,1,0.15075567228888181,160
forwardanalyzer.cpp,140,43,1,91,1,0.15075567228888181,160
forwardanalyzer.cpp,142,43,1,91,1,0.15075567228888181,160
astutils.cpp,203,43,1,91,1,0.15075567228888181,160
astutils.cpp,205,43,1,91,1,0.15075567228888181,160
symboldatabase.cpp,1059,43,1,91,1,0.15075567228888181,160
symboldatabase.cpp,1182,43,1,91,1,0.15075567228888181,160
astutils.cpp,1195,43,1,91,1,0.15075567228888181,160
astutils.cpp,1199,43,1,91,1,0.15075567228888181,160
symboldatabase.cpp,1239,43,1,91,1,0.15075567228888181,160
tokenize.cpp,7515,43,1,91,1,0.15075567228888181,160
tokenize.cpp,7516,43,1,91,1,0.15075567228888181,160
forwardanalyzer.cpp,201,44,1,91,1,0.14907119849998599,164
symboldatabase.cpp,1060,44,1,91,1,0.14907119849998599,164
symboldatabase.cpp,1183,44,1,91,1,0.14907119849998599,164
symboldatabase.cpp,1454,44,1,91,1,0.14907119849998599,164
library.cpp,970,45,1,91,1,0.14744195615489714,169
astutils.cpp,1211,45,1,91,1,0.14744195615489714,169
astutils.cpp,1212,45,1,91,1,0.14744195615489714,169
